,time,agent_a,agent_b,use_condom,is_transmission
0,1,0,6,True,False
1,1,5,9,True,False
2,2,6,9,True,False
3,3,3,7,True,False
4,3,3,4,True,False
5,6,4,7,True,False
6,11,2,3,True,False
7,12,2,6,True,False
8,16,2,6,True,False
9,16,3,7,True,True
10,16,0,2,True,False
11,17,0,9,True,False
12,18,4,6,True,False
13,19,0,7,True,False
14,20,0,9,True,False
15,21,0,7,True,False
16,22,4,6,True,False
17,22,2,9,True,False
18,25,6,9,True,False
19,26,4,7,True,False
20,27,3,8,True,False
21,27,7,9,True,False
22,29,3,8,True,True
23,30,1,4,True,False
24,30,1,8,True,False
25,30,1,3,True,False
26,30,7,8,True,False
27,31,0,7,True,False
28,31,1,7,True,True
29,31,1,4,True,False
30,32,7,8,True,False
31,32,0,1,True,False
32,32,5,9,True,False
33,34,1,7,True,False
34,36,4,5,True,False
35,36,0,2,True,False
36,37,0,3,True,False
37,39,0,1,True,False
38,39,4,6,True,False
39,41,3,5,True,False
40,42,0,8,True,False
41,46,0,4,True,False
42,46,8,9,True,False
43,50,2,3,True,False
44,51,2,8,True,False
45,51,1,6,True,False
46,52,2,3,True,False
47,52,1,6,True,False
48,52,0,9,True,False
49,54,4,8,True,False
50,56,4,8,True,False
51,61,4,7,True,False
52,61,3,4,True,True
53,62,0,3,True,False
54,65,0,3,True,False
55,68,4,9,True,False
56,72,0,1,True,False
57,73,2,5,True,False
58,75,6,9,True,False
59,79,1,9,True,False
60,83,1,9,True,False
61,83,3,8,True,False
62,84,1,9,True,False
63,84,0,8,True,False
64,85,0,9,True,False
65,86,1,9,True,True
66,90,5,6,True,False
67,92,1,2,True,False
68,92,2,5,True,False
69,92,6,7,True,False
70,93,1,6,True,False
71,93,6,7,True,False
72,93,0,9,True,False
73,94,1,6,True,False
74,94,6,7,True,False
75,94,2,9,True,False
76,94,1,7,True,False
77,95,8,9,True,False
78,95,1,4,True,False
79,97,4,8,True,True
80,97,1,5,True,False
81,99,4,8,True,False
82,99,1,7,True,False
