,time,agent_a,agent_b,use_condom,is_transmission
0,1,1,5,True,False
1,3,4,9,True,False
2,3,3,7,True,False
3,5,3,7,True,False
4,5,0,8,True,False
5,6,8,9,True,False
6,8,2,8,True,False
7,8,1,4,True,False
8,11,4,8,True,False
9,12,4,8,True,False
10,13,3,8,True,False
11,15,0,6,True,False
12,15,0,9,True,False
13,15,3,8,True,True
14,15,6,9,True,False
15,16,2,8,True,False
16,17,3,8,True,False
17,18,2,4,True,False
18,18,5,9,True,False
19,18,4,8,True,False
20,19,2,3,True,False
21,21,2,8,True,False
22,23,2,8,True,False
23,25,5,7,True,False
24,26,7,8,True,False
25,26,3,9,True,False
26,30,2,4,True,False
27,30,0,9,True,False
28,30,3,9,True,False
29,30,0,3,True,False
30,31,7,8,True,False
31,34,1,4,True,False
32,34,7,8,True,False
33,34,0,8,True,True
34,36,0,6,True,True
35,36,4,9,True,False
36,39,7,8,True,False
37,40,0,8,True,False
38,41,1,4,True,False
39,41,4,9,True,False
40,42,0,6,True,False
41,43,2,5,True,False
42,44,3,8,True,False
43,44,1,2,True,False
44,48,0,4,True,False
45,48,0,3,True,False
46,48,3,6,True,False
47,49,3,4,True,True
48,50,0,3,True,False
49,51,4,6,True,True
50,54,4,8,True,False
51,54,3,9,True,False
52,55,2,7,True,False
53,56,4,8,True,False
54,56,1,8,True,True
55,57,4,5,True,False
56,57,5,8,True,False
57,57,1,8,True,False
58,57,4,8,True,False
59,59,4,5,True,False
60,59,3,7,True,False
61,61,3,7,True,False
62,61,4,5,True,False
63,62,3,7,True,True
64,62,1,8,True,False
65,63,2,3,True,False
66,64,5,6,True,False
67,65,2,3,True,False
68,66,3,9,True,False
69,66,1,8,True,True
70,67,3,8,True,False
71,68,1,8,True,False
72,68,2,7,True,False
73,68,4,9,True,True
74,69,3,9,True,False
75,69,4,9,True,False
76,70,3,9,True,False
77,70,0,2,True,False
78,70,0,1,True,False
79,71,3,9,True,False
80,71,2,7,True,False
81,71,3,8,True,False
82,72,0,9,True,False
83,73,3,8,True,False
84,73,3,9,True,False
85,73,2,4,True,False
86,76,1,2,True,False
87,77,1,6,True,False
88,79,2,3,True,False
89,80,0,7,True,False
90,83,7,9,True,False
91,83,6,9,True,False
92,83,4,5,True,False
93,85,6,7,True,False
94,86,2,6,True,False
95,88,6,9,True,True
96,92,2,6,True,False
97,94,4,5,True,False
98,98,2,9,True,True
99,99,3,5,True,False
100,99,0,7,True,False
