,num_infected,num_interactions,num_interactions_condoms
0,1,1,1
1,1,1,1
2,1,3,3
3,1,5,5
4,1,5,5
5,2,7,7
6,2,7,7
7,2,9,9
8,2,11,11
9,2,12,12
10,2,14,14
11,2,15,15
12,2,16,16
13,2,16,16
14,2,19,19
15,2,20,20
16,3,21,21
17,3,22,22
18,3,23,23
19,3,23,23
20,3,24,24
21,3,25,25
22,3,26,26
23,3,27,27
24,3,27,27
25,3,28,28
26,3,28,28
27,3,28,28
28,3,28,28
29,3,28,28
30,3,30,30
31,3,31,31
32,3,33,33
33,3,33,33
34,3,34,34
35,3,35,35
36,3,36,36
37,3,37,37
38,3,38,38
39,3,38,38
40,3,38,38
41,3,39,39
42,3,41,41
43,3,42,42
44,4,43,43
45,4,44,44
46,4,45,45
47,4,47,47
48,4,48,48
49,4,49,49
50,4,49,49
51,4,49,49
52,4,50,50
53,4,52,52
54,4,54,54
55,4,57,57
56,4,59,59
57,4,59,59
58,4,60,60
59,4,60,60
60,4,62,62
61,5,65,65
62,5,65,65
63,5,65,65
64,5,65,65
65,5,67,67
66,5,67,67
67,5,67,67
68,5,69,69
69,5,70,70
70,5,70,70
71,5,71,71
72,5,71,71
73,5,73,73
74,5,74,74
75,5,75,75
76,5,75,75
77,5,75,75
78,5,75,75
79,5,76,76
80,5,77,77
81,5,77,77
82,5,77,77
83,5,78,78
84,5,81,81
85,5,82,82
86,5,86,86
87,5,87,87
88,5,89,89
89,5,89,89
90,5,90,90
91,5,90,90
92,5,91,91
93,5,91,91
94,5,92,92
95,5,94,94
96,5,94,94
97,6,96,96
98,6,97,97
99,6,99,99
