,num_infected,num_interactions,num_interactions_condoms
0,1,3,1
1,1,8,5
2,1,12,8
3,1,14,9
4,1,18,10
5,1,21,11
6,2,24,13
7,2,26,15
8,2,28,16
9,2,30,18
10,3,33,20
11,3,36,22
12,4,38,23
13,4,40,24
14,4,41,25
15,4,43,26
16,6,47,27
17,6,51,29
18,6,54,32
19,7,55,32
20,7,57,33
21,7,59,35
22,9,65,38
23,9,69,40
24,9,70,40
25,9,72,41
26,9,76,44
27,9,79,46
28,9,81,47
29,9,83,48
30,9,85,49
31,9,87,50
32,9,89,51
33,9,92,53
34,9,93,54
35,9,97,58
36,10,104,63
37,10,107,66
38,10,110,68
39,10,116,71
40,10,119,72
41,10,123,74
42,10,125,74
43,10,129,76
44,10,129,76
45,10,130,76
46,10,130,76
47,10,133,77
48,10,138,78
49,10,140,78
50,10,142,79
51,10,145,81
52,10,147,82
53,10,147,82
54,10,150,83
55,10,155,84
56,10,160,85
57,10,163,86
58,10,164,86
59,10,168,88
60,10,171,90
61,10,175,92
62,10,177,94
63,10,177,94
64,10,180,96
65,10,183,98
66,10,183,98
67,10,189,103
68,10,190,103
69,10,193,105
70,10,198,108
71,10,201,109
72,10,205,111
73,10,207,112
74,10,212,115
75,10,215,117
76,10,217,118
77,10,220,119
78,10,221,119
79,10,228,121
80,10,231,122
81,10,231,122
82,10,233,122
83,10,234,122
84,10,235,122
85,10,238,123
86,10,239,124
87,10,242,127
88,10,245,129
89,10,247,131
90,10,249,133
91,10,251,135
92,10,255,138
93,10,260,141
94,10,262,141
95,10,265,142
96,10,268,144
97,10,271,145
98,10,274,147
99,10,276,148
