,time,agent_a,agent_b,use_condom,is_transmission
0,1,3,8,False,False
1,1,0,5,False,False
2,1,6,8,False,False
3,2,6,8,False,False
4,3,3,4,False,False
5,4,0,2,False,False
6,4,1,7,False,False
7,4,6,8,False,False
8,8,5,6,False,False
9,9,6,8,False,False
10,9,0,2,False,False
11,10,5,6,False,False
12,10,5,8,False,False
13,12,0,2,False,False
14,13,5,6,False,False
15,14,5,8,False,False
16,14,4,9,False,False
17,16,6,8,False,False
18,17,6,8,False,False
19,17,0,6,False,False
20,18,3,8,False,False
21,20,2,5,False,False
22,24,0,7,False,False
23,25,1,3,False,False
24,27,0,5,False,False
25,33,6,7,False,False
26,36,5,8,False,False
27,36,0,2,False,False
28,36,2,8,False,False
29,37,0,2,False,False
30,38,0,2,False,False
31,39,0,3,False,False
32,41,1,8,False,False
33,42,5,6,False,False
34,42,0,4,False,False
35,44,1,6,False,False
36,44,2,8,False,False
37,45,0,3,False,False
38,45,1,6,False,False
39,45,0,2,False,False
40,47,1,5,False,False
41,47,0,1,False,False
42,47,0,3,False,False
43,49,0,2,False,False
44,49,2,4,False,False
45,49,0,4,False,False
46,49,1,9,False,True
47,50,0,9,False,True
48,50,0,4,False,True
49,51,2,6,False,False
50,51,2,4,False,True
51,51,0,2,False,True
52,52,3,9,False,True
53,52,0,9,False,False
54,52,0,3,False,True
55,52,0,2,False,True
56,52,2,6,False,True
57,54,2,6,False,True
58,57,1,2,False,False
59,57,3,8,False,True
60,58,2,5,False,False
61,58,1,2,False,True
62,60,1,5,False,True
63,60,2,5,False,True
64,61,2,9,False,True
65,64,6,9,False,True
66,67,2,5,False,False
67,67,0,3,False,True
68,69,3,4,False,True
69,71,0,8,False,False
70,75,5,8,False,True
71,76,0,2,False,True
72,77,7,9,False,True
73,77,0,2,False,True
74,77,4,9,False,True
75,78,4,9,False,True
76,78,5,8,False,False
77,79,0,1,False,True
78,81,2,9,False,True
79,81,2,4,False,True
80,83,3,5,False,True
81,84,3,5,False,True
82,84,2,9,False,True
83,85,3,5,False,True
84,85,1,5,False,True
85,87,3,5,False,True
86,91,2,5,False,True
87,91,1,3,False,True
88,92,5,9,False,True
89,93,7,8,False,True
90,94,7,8,False,True
91,95,3,8,False,True
92,97,5,9,False,True
93,97,2,7,False,True
94,97,7,8,False,True
95,98,2,8,False,True
96,98,1,5,False,True
97,99,0,3,False,True
