,num_infected,num_interactions,num_interactions_condoms
0,2,3,1
1,2,4,1
2,2,5,2
3,3,9,3
4,3,11,4
5,3,13,6
6,3,16,8
7,4,19,10
8,4,22,13
9,5,24,15
10,6,27,17
11,7,29,18
12,7,29,18
13,8,32,19
14,8,35,20
15,9,36,21
16,10,39,22
17,10,42,24
18,10,45,25
19,10,50,29
20,10,51,30
21,10,53,32
22,10,55,34
23,10,57,36
24,10,58,37
25,10,61,39
26,10,63,40
27,10,69,43
28,10,72,44
29,10,74,45
30,10,76,46
31,10,77,47
32,10,79,48
33,10,80,48
34,10,81,48
35,10,84,49
36,10,84,49
37,10,85,49
38,10,88,50
39,10,91,51
40,10,99,54
41,10,103,56
42,10,107,58
43,10,110,59
44,10,113,59
45,10,115,59
46,10,117,60
47,10,121,61
48,10,123,62
49,10,125,63
50,10,128,64
51,10,129,64
52,10,131,66
53,10,134,68
54,10,136,69
55,10,140,72
56,10,143,72
57,10,150,75
58,10,154,76
59,10,156,77
60,10,159,79
61,10,160,79
62,10,163,81
63,10,166,83
64,10,171,87
65,10,174,90
66,10,176,92
67,10,179,95
68,10,182,97
69,10,184,98
70,10,187,100
71,10,190,103
72,10,192,104
73,10,195,105
74,10,197,106
75,10,198,107
76,10,200,108
77,10,202,109
78,10,206,112
79,10,211,115
80,10,214,116
81,10,216,117
82,10,220,119
83,10,221,120
84,10,223,120
85,10,229,122
86,10,236,124
87,10,238,124
88,10,244,125
89,10,249,125
90,10,253,127
91,10,257,128
92,10,259,128
93,10,262,129
94,10,264,130
95,10,267,131
96,10,268,132
97,10,269,132
98,10,272,135
99,10,275,137
