,time,agent_a,agent_b,use_condom,is_transmission
0,0,2,8,True,False
1,0,2,7,True,False
2,1,3,7,False,True
3,1,0,1,True,False
4,3,2,7,True,False
5,4,0,2,True,False
6,6,3,6,False,True
7,7,1,5,True,False
8,7,3,6,False,True
9,9,1,4,True,False
10,10,1,4,True,False
11,12,6,8,False,True
12,12,4,5,False,False
13,13,1,4,True,False
14,13,3,6,False,True
15,15,0,7,True,False
16,17,7,9,False,True
17,18,0,2,True,False
18,19,7,9,False,True
19,22,3,6,False,True
20,22,0,3,True,False
21,23,6,8,False,True
22,26,0,3,True,False
23,27,7,8,False,True
24,27,1,6,True,False
25,30,2,3,True,False
26,31,0,4,True,False
27,31,0,6,True,False
28,31,2,9,True,True
29,31,5,7,False,True
30,32,2,3,True,False
31,33,1,6,True,False
32,33,0,4,True,False
33,38,2,9,True,False
34,39,1,7,True,False
35,39,5,8,False,True
36,40,5,8,False,True
37,41,0,1,True,False
38,41,5,8,False,True
39,42,1,5,True,False
40,43,3,6,False,True
41,44,5,8,False,True
42,46,5,9,False,False
43,47,5,9,False,False
44,47,8,9,False,False
45,47,2,4,True,False
46,48,2,4,True,False
47,48,5,8,False,True
48,52,3,7,False,True
49,55,6,8,False,True
50,55,1,4,True,False
51,55,4,5,False,True
52,58,0,5,True,False
53,59,2,3,True,False
54,60,4,8,False,True
55,61,4,6,False,True
56,61,0,7,True,False
57,64,0,6,True,False
58,64,1,2,True,False
59,65,4,8,False,True
60,67,1,3,True,False
61,67,3,9,False,True
62,68,0,6,True,False
63,71,0,3,True,False
64,72,1,4,True,False
65,76,0,1,True,False
66,78,1,3,True,False
67,78,1,5,True,False
68,78,0,5,True,True
69,79,1,9,True,False
70,80,5,7,False,True
71,80,1,9,True,False
72,81,1,9,True,False
73,82,0,7,True,False
74,83,1,9,True,True
75,84,5,6,False,True
76,89,4,7,False,True
77,89,5,7,False,True
78,89,3,7,False,True
79,90,5,7,False,False
80,94,6,8,False,True
81,95,0,5,True,False
82,96,1,7,True,False
83,96,0,5,True,False
84,96,0,4,True,False
85,97,0,5,True,False
86,97,0,4,True,False
87,97,0,3,True,False
88,97,4,5,False,True
89,97,3,4,False,True
