,num_infected,num_interactions,num_interactions_condoms
0,1,2,2
1,1,3,3
2,1,7,7
3,1,12,12
4,1,14,14
5,1,16,16
6,1,17,17
7,1,19,19
8,1,22,22
9,1,25,25
10,1,28,28
11,1,32,32
12,1,32,32
13,1,36,36
14,2,37,37
15,2,40,40
16,3,43,42
17,3,44,43
18,3,45,44
19,3,46,45
20,3,48,46
21,3,50,48
22,3,53,51
23,3,55,53
24,3,59,57
25,3,61,59
26,3,61,59
27,4,63,61
28,4,65,63
29,4,67,65
30,4,71,69
31,4,74,72
32,4,79,77
33,4,84,82
34,5,88,86
35,5,91,89
36,5,94,92
37,5,97,95
38,5,98,96
39,6,101,98
40,6,105,102
41,6,108,105
42,6,111,108
43,6,114,111
44,6,116,113
45,6,119,116
46,6,122,119
47,6,123,120
48,6,126,123
49,6,129,126
50,6,132,129
51,6,136,133
52,6,139,136
53,6,142,139
54,6,144,141
55,6,145,142
56,6,149,146
57,6,150,147
58,6,150,147
59,6,154,151
60,8,156,152
61,8,158,154
62,8,160,156
63,8,163,159
64,8,166,162
65,8,170,166
66,8,173,169
67,8,174,170
68,8,177,173
69,8,179,175
70,8,182,178
71,8,185,181
72,8,188,184
73,9,190,186
74,9,192,188
75,10,195,191
76,10,197,193
77,10,200,196
78,10,205,201
79,10,208,204
80,10,211,207
81,10,215,211
82,10,218,214
83,10,223,219
84,10,224,220
85,10,226,222
86,10,232,228
87,10,237,232
88,10,241,236
89,10,250,245
90,10,254,249
91,10,257,252
92,10,260,255
93,10,262,257
94,10,268,263
95,10,270,265
96,10,271,266
97,10,272,267
98,10,272,267
99,10,274,269
