,num_infected,num_interactions,num_interactions_condoms
0,1,1,1
1,1,3,3
2,2,6,5
3,2,10,9
4,2,13,11
5,2,16,14
6,2,21,18
7,2,26,23
8,2,30,26
9,2,35,31
10,2,39,35
11,2,42,38
12,2,45,41
13,2,47,43
14,2,49,45
15,2,52,48
16,2,55,51
17,2,56,52
18,2,56,52
19,3,61,56
20,3,62,57
21,3,65,60
22,5,69,64
23,5,71,66
24,5,75,70
25,6,79,72
26,6,81,73
27,7,84,75
28,7,86,76
29,7,88,78
30,7,93,83
31,7,99,89
32,8,104,94
33,8,107,97
34,8,109,99
35,8,110,100
36,8,113,102
37,8,117,106
38,8,120,109
39,9,124,112
40,9,125,112
41,9,126,112
42,9,127,113
43,9,129,115
44,9,132,118
45,9,135,121
46,9,137,122
47,10,138,123
48,10,141,126
49,10,144,129
50,10,146,130
51,10,151,134
52,10,156,138
53,10,157,139
54,10,160,141
55,10,163,144
56,10,163,144
57,10,165,145
58,10,168,147
59,10,169,148
60,10,172,150
61,10,173,151
62,10,175,153
63,10,177,155
64,10,181,159
65,10,185,163
66,10,189,166
67,10,193,169
68,10,194,170
69,10,196,172
70,10,198,174
71,10,200,175
72,10,202,177
73,10,204,179
74,10,208,183
75,10,209,184
76,10,215,190
77,10,221,195
78,10,225,199
79,10,228,202
80,10,232,205
81,10,234,206
82,10,237,209
83,10,241,213
84,10,243,215
85,10,245,217
86,10,247,219
87,10,249,221
88,10,251,223
89,10,254,226
90,10,255,227
91,10,259,231
92,10,263,235
93,10,265,237
94,10,267,239
95,10,271,243
96,10,273,245
97,10,278,249
98,10,282,253
99,10,282,253
