,num_infected,num_interactions,num_interactions_condoms
0,1,0,0
1,1,1,1
2,1,2,2
3,1,2,2
4,1,3,3
5,1,4,4
6,1,4,4
7,1,4,4
8,1,5,5
9,1,5,5
10,1,6,6
11,1,8,8
12,1,9,9
13,1,11,11
14,1,11,11
15,1,12,12
16,1,15,15
17,1,15,15
18,1,16,16
19,1,17,17
20,1,17,17
21,1,18,18
22,1,19,19
23,1,19,19
24,1,20,20
25,1,21,21
26,1,21,21
27,1,22,22
28,1,22,22
29,1,22,22
30,1,22,22
31,1,23,23
32,1,23,23
33,1,23,23
34,1,24,24
35,1,25,25
36,1,25,25
37,1,25,25
38,1,25,25
39,1,26,26
40,1,28,28
41,1,29,29
42,1,29,29
43,1,30,30
44,1,30,30
45,1,31,31
46,1,31,31
47,1,32,32
48,1,32,32
49,1,32,32
50,1,33,33
51,1,33,33
52,1,34,34
53,1,35,35
54,1,36,36
55,1,37,37
56,1,38,38
57,1,38,38
58,1,38,38
59,1,39,39
60,1,41,41
61,1,43,43
62,1,44,44
63,1,45,45
64,1,45,45
65,1,45,45
66,1,46,46
67,1,47,47
68,1,47,47
69,1,48,48
70,1,48,48
71,1,48,48
72,1,48,48
73,1,48,48
74,1,48,48
75,1,49,49
76,1,49,49
77,1,49,49
78,1,50,50
79,1,52,52
80,1,53,53
81,1,54,54
82,1,54,54
83,1,54,54
84,1,55,55
85,1,56,56
86,1,56,56
87,1,57,57
88,1,57,57
89,1,58,58
90,1,59,59
91,1,60,60
92,1,60,60
93,1,60,60
94,1,61,61
95,1,62,62
96,1,62,62
97,1,64,64
98,1,64,64
99,1,64,64
