,num_infected,num_interactions,num_interactions_condoms
0,1,0,0
1,1,0,0
2,1,1,0
3,1,1,0
4,2,2,0
5,2,2,0
6,2,2,0
7,2,4,2
8,2,4,2
9,2,4,2
10,2,7,3
11,2,9,3
12,2,10,3
13,2,11,3
14,2,12,4
15,2,14,5
16,4,16,6
17,4,17,6
18,4,18,7
19,4,19,7
20,4,20,7
21,4,21,7
22,4,21,7
23,4,21,7
24,4,22,7
25,4,23,7
26,4,23,7
27,4,25,8
28,5,26,8
29,5,26,8
30,6,28,8
31,6,28,8
32,6,29,8
33,6,30,9
34,6,30,9
35,7,32,10
36,8,33,10
37,8,34,10
38,9,35,10
39,9,35,10
40,9,36,10
41,9,37,10
42,9,37,10
43,9,39,11
44,9,41,12
45,9,43,13
46,9,43,13
47,9,43,13
48,9,43,13
49,9,43,13
50,9,43,13
51,9,44,14
52,9,46,15
53,9,50,18
54,9,50,18
55,9,51,18
56,9,51,18
57,9,51,18
58,9,52,18
59,9,52,18
60,9,52,18
61,9,52,18
62,9,53,19
63,9,55,20
64,9,56,21
65,9,58,21
66,10,60,22
67,10,60,22
68,10,62,23
69,10,64,25
70,10,64,25
71,10,67,26
72,10,67,26
73,10,69,28
74,10,71,29
75,10,72,30
76,10,74,31
77,10,74,31
78,10,77,32
79,10,78,33
80,10,80,33
81,10,81,33
82,10,83,34
83,10,84,34
84,10,86,34
85,10,87,34
86,10,88,34
87,10,88,34
88,10,88,34
89,10,88,34
90,10,88,34
91,10,88,34
92,10,89,34
93,10,89,34
94,10,90,35
95,10,90,35
96,10,90,35
97,10,91,36
98,10,92,37
99,10,93,37
