,time,agent_a,agent_b,use_condom,is_transmission
0,1,1,5,True,False
1,2,5,7,True,False
2,2,1,9,True,False
3,3,0,5,True,False
4,5,0,3,False,False
5,6,1,9,True,False
6,7,0,1,True,False
7,7,2,7,True,False
8,9,5,7,True,False
9,10,0,9,True,False
10,10,1,9,True,False
11,10,3,6,False,False
12,13,4,8,True,False
13,17,8,9,True,False
14,17,4,5,True,False
15,18,2,8,True,False
16,21,1,7,True,False
17,22,1,8,True,False
18,22,1,7,True,False
19,23,2,8,True,False
20,24,0,4,True,False
21,27,1,5,True,False
22,27,5,7,True,False
23,28,1,6,True,False
24,29,4,6,True,False
25,29,0,9,True,False
26,31,0,9,True,False
27,32,0,9,True,False
28,33,0,9,True,False
29,34,0,5,True,False
30,34,1,5,True,False
31,37,2,8,True,False
32,38,0,3,False,False
33,39,2,4,True,False
34,39,5,9,True,False
35,41,0,9,True,False
36,41,2,4,True,False
37,42,2,4,True,False
38,42,1,5,True,False
39,42,1,9,True,False
40,44,0,8,True,False
41,44,8,9,True,False
42,44,2,4,True,False
43,45,0,8,True,False
44,45,1,6,True,False
45,48,5,7,True,False
46,48,3,4,True,False
47,49,3,9,True,False
48,49,6,9,True,False
49,50,1,6,True,False
50,50,2,5,True,False
51,50,0,8,True,False
52,51,1,5,True,False
53,54,3,6,False,True
54,60,7,9,True,False
55,61,7,9,True,False
56,62,0,7,False,False
57,62,8,9,True,False
58,63,2,3,True,True
59,63,0,7,False,False
60,66,0,9,True,False
61,68,1,7,True,False
62,69,0,6,False,True
63,69,1,5,True,False
64,71,1,5,True,False
65,72,2,4,True,False
66,72,1,5,True,False
67,72,2,8,True,False
68,73,6,8,True,False
69,74,0,3,False,True
70,75,0,3,False,True
71,75,5,8,True,False
72,76,5,8,True,False
73,76,3,5,True,False
74,77,0,3,False,True
75,78,0,5,True,False
76,78,4,7,True,False
77,80,1,4,True,False
78,80,4,6,True,False
79,80,3,5,True,False
80,81,0,3,False,False
81,81,6,7,False,True
82,81,3,5,True,False
83,82,0,3,False,True
84,82,8,9,True,False
85,84,2,6,True,False
86,86,0,3,False,True
87,88,0,2,True,False
88,91,0,3,False,True
89,94,7,8,True,True
90,95,4,9,True,False
91,96,1,6,True,False
