,num_infected,num_interactions,num_interactions_condoms
0,1,4,4
1,1,6,6
2,2,11,11
3,2,13,13
4,2,18,18
5,2,22,22
6,2,22,22
7,2,23,23
8,2,25,25
9,3,27,27
10,3,28,28
11,3,31,31
12,3,34,34
13,3,39,39
14,3,44,44
15,4,48,48
16,6,53,53
17,6,57,57
18,7,64,64
19,7,69,69
20,7,72,72
21,7,76,76
22,7,80,80
23,7,81,81
24,7,82,82
25,7,82,82
26,7,84,84
27,7,86,86
28,7,90,90
29,7,96,96
30,7,98,98
31,7,100,100
32,7,104,104
33,7,107,107
34,7,111,111
35,7,117,117
36,7,122,122
37,7,127,127
38,7,130,130
39,7,133,133
40,7,134,134
41,7,135,135
42,7,136,136
43,7,139,139
44,7,140,140
45,7,140,140
46,7,142,142
47,7,144,144
48,8,147,147
49,8,150,150
50,8,152,152
51,8,156,156
52,8,161,161
53,8,168,168
54,8,169,169
55,8,171,171
56,8,175,175
57,8,177,177
58,8,180,180
59,8,181,181
60,8,183,183
61,8,185,185
62,8,189,189
63,8,192,192
64,8,195,195
65,8,196,196
66,8,198,198
67,8,201,201
68,8,209,209
69,8,212,212
70,8,217,217
71,8,221,221
72,8,226,226
73,8,232,232
74,8,234,234
75,8,239,239
76,8,245,245
77,8,249,249
78,8,254,254
79,8,259,259
80,8,266,266
81,9,272,272
82,9,274,274
83,10,278,278
84,10,283,283
85,10,287,287
86,10,292,292
87,10,295,295
88,10,297,297
89,10,300,300
90,10,303,303
91,10,307,307
92,10,311,311
93,10,313,313
94,10,317,317
95,10,321,321
96,10,323,323
97,10,324,324
98,10,325,325
99,10,327,327
