,time,agent_a,agent_b,use_condom,is_transmission
0,0,3,7,True,False
1,1,4,5,True,False
2,2,6,9,True,False
3,6,6,9,True,False
4,7,0,7,True,False
5,7,2,7,True,False
6,7,3,4,True,False
7,8,0,1,True,False
8,8,3,6,True,False
9,9,4,5,True,False
10,9,5,9,True,False
11,9,1,6,True,False
12,10,3,4,True,False
13,11,7,9,True,False
14,11,0,9,True,False
15,12,7,9,True,False
16,14,6,7,True,False
17,14,2,8,True,False
18,15,3,8,True,False
19,17,3,8,True,False
20,17,1,7,True,False
21,17,7,9,True,False
22,18,3,4,True,False
23,18,4,5,True,False
24,19,1,7,True,False
25,19,4,9,True,False
26,20,3,9,True,False
27,21,1,5,True,False
28,22,1,2,True,False
29,24,5,9,True,False
30,24,2,8,True,False
31,24,1,7,True,True
32,25,0,5,True,False
33,26,0,7,True,False
34,26,1,6,True,False
35,27,1,6,True,False
36,27,1,7,True,False
37,28,0,1,True,False
38,29,2,6,True,False
39,29,1,7,True,False
40,29,5,9,True,False
41,30,4,9,True,False
42,31,3,5,True,False
43,31,1,7,True,False
44,32,1,2,True,False
45,32,0,7,True,False
46,32,4,9,True,False
47,37,3,4,True,False
48,37,4,5,True,False
49,38,1,6,True,False
50,41,1,7,True,False
51,41,5,9,True,False
52,42,6,8,True,False
53,42,4,6,True,False
54,43,5,9,True,False
55,45,4,5,True,False
56,45,0,5,True,False
57,47,1,9,True,False
58,47,3,6,True,False
59,47,2,8,True,False
60,48,0,5,True,False
61,48,4,8,True,False
62,49,4,7,True,False
63,50,2,7,True,False
64,55,0,2,True,False
65,55,4,8,True,False
66,55,3,9,True,False
67,55,2,7,True,False
68,56,1,5,True,False
69,57,2,7,True,False
70,58,0,7,True,False
71,58,2,4,True,False
72,60,1,2,True,False
73,61,0,4,True,False
74,62,5,9,True,False
75,65,3,8,True,False
76,65,6,9,True,False
77,65,2,6,True,False
78,66,2,6,True,False
79,70,3,8,True,False
80,71,3,8,True,False
81,73,0,6,True,False
82,73,3,8,True,False
83,74,5,6,True,False
84,74,2,9,True,False
85,75,1,8,True,False
86,78,6,9,True,False
87,79,1,3,True,False
88,79,3,4,True,False
89,79,4,8,True,False
90,81,4,8,True,False
91,82,5,8,True,False
92,86,0,7,True,False
93,87,7,9,True,False
94,87,0,7,True,False
95,88,5,9,True,False
96,89,2,4,True,False
97,92,0,5,True,False
98,93,1,5,True,False
99,94,2,5,True,False
100,95,1,5,True,False
101,95,1,6,True,False
102,96,0,7,True,False
103,98,0,7,True,True
104,99,1,9,True,False
