,num_infected,num_interactions,num_interactions_condoms
0,2,5,5
1,2,9,9
2,2,15,15
3,2,18,18
4,2,24,24
5,2,30,30
6,2,32,32
7,2,39,39
8,2,41,41
9,2,45,45
10,2,49,49
11,2,54,54
12,2,58,58
13,2,59,59
14,2,61,61
15,2,61,61
16,2,63,63
17,4,67,67
18,4,69,69
19,4,72,72
20,4,74,74
21,5,79,79
22,5,82,82
23,5,85,85
24,6,89,89
25,6,92,92
26,6,94,94
27,6,97,97
28,7,100,100
29,7,101,101
30,7,102,102
31,7,104,104
32,7,105,105
33,7,107,107
34,7,108,108
35,7,110,110
36,8,113,113
37,9,117,117
38,9,120,120
39,9,122,122
40,9,126,126
41,9,126,126
42,9,129,129
43,9,132,132
44,9,137,137
45,9,141,141
46,9,145,145
47,9,146,146
48,9,150,150
49,9,154,154
50,9,157,157
51,9,159,159
52,9,162,162
53,9,164,164
54,9,166,166
55,9,168,168
56,9,169,169
57,9,170,170
58,9,173,173
59,9,175,175
60,9,180,180
61,9,183,183
62,9,186,186
63,9,188,188
64,9,189,189
65,9,192,192
66,9,196,196
67,9,201,201
68,9,203,203
69,9,209,209
70,9,215,215
71,10,219,219
72,10,222,222
73,10,224,224
74,10,228,228
75,10,230,230
76,10,230,230
77,10,232,232
78,10,235,235
79,10,237,237
80,10,240,240
81,10,245,245
82,10,249,249
83,10,252,252
84,10,257,257
85,10,262,262
86,10,268,268
87,10,273,273
88,10,278,278
89,10,285,285
90,10,286,286
91,10,291,291
92,10,297,297
93,10,300,300
94,10,305,305
95,10,309,309
96,10,311,311
97,10,312,312
98,10,316,316
99,10,319,319
