,num_infected,num_interactions,num_interactions_condoms
0,2,1,1
1,2,4,4
2,2,5,5
3,2,7,7
4,2,13,13
5,2,14,14
6,2,16,16
7,2,18,18
8,2,21,21
9,2,23,23
10,2,25,25
11,2,28,28
12,2,30,30
13,2,32,32
14,2,35,35
15,2,36,36
16,2,37,37
17,2,39,39
18,2,43,43
19,2,48,48
20,2,52,52
21,2,56,56
22,2,62,62
23,2,66,66
24,3,70,70
25,3,73,73
26,3,75,75
27,3,76,76
28,3,79,79
29,3,81,81
30,3,83,83
31,3,84,84
32,3,86,86
33,3,88,88
34,4,91,91
35,4,93,93
36,4,97,97
37,4,100,100
38,4,102,102
39,4,103,103
40,4,106,106
41,4,109,109
42,5,113,113
43,5,114,114
44,5,117,117
45,6,121,121
46,6,127,127
47,6,132,132
48,6,134,134
49,6,137,137
50,6,138,138
51,6,139,139
52,6,142,142
53,7,145,145
54,7,145,145
55,7,148,148
56,7,151,151
57,7,153,153
58,7,153,153
59,8,157,157
60,8,160,160
61,8,164,164
62,8,168,168
63,8,168,168
64,8,171,171
65,8,173,173
66,8,174,174
67,8,175,175
68,8,177,177
69,9,182,182
70,10,186,186
71,10,187,187
72,10,188,188
73,10,192,192
74,10,197,197
75,10,197,197
76,10,198,198
77,10,200,200
78,10,200,200
79,10,202,202
80,10,205,205
81,10,208,208
82,10,210,210
83,10,213,213
84,10,215,215
85,10,217,217
86,10,218,218
87,10,220,220
88,10,224,224
89,10,227,227
90,10,227,227
91,10,229,229
92,10,231,231
93,10,234,234
94,10,237,237
95,10,237,237
96,10,239,239
97,10,240,240
98,10,244,244
99,10,245,245
