,time,agent_a,agent_b,use_condom,is_transmission
0,0,3,5,True,False
1,0,2,8,True,False
2,0,1,8,True,False
3,1,1,2,True,False
4,1,1,4,True,False
5,1,5,9,True,False
6,1,3,5,True,False
7,1,6,7,True,False
8,2,3,5,True,False
9,2,0,8,True,False
10,2,1,2,True,False
11,2,5,9,True,False
12,3,0,8,True,False
13,3,3,9,True,False
14,4,0,7,True,False
15,4,1,7,True,False
16,4,3,4,True,False
17,5,1,7,True,False
18,5,0,7,True,False
19,5,2,9,True,False
20,6,3,5,True,False
21,6,5,9,True,False
22,6,1,7,True,True
23,6,0,7,True,True
24,6,3,9,True,False
25,7,1,6,True,False
26,7,0,4,True,False
27,7,1,2,True,False
28,7,1,7,True,False
29,8,1,7,True,False
30,8,0,7,True,False
31,9,0,7,True,False
32,9,2,3,True,False
33,10,4,5,True,False
34,10,1,2,True,False
35,10,0,7,True,False
36,11,1,2,True,False
37,11,4,5,True,False
38,11,1,7,True,False
39,12,1,7,True,False
40,12,3,5,True,False
41,12,1,2,True,False
42,12,4,8,True,False
43,13,2,7,True,False
44,13,8,9,True,False
45,13,3,5,True,False
46,13,1,6,True,False
47,14,1,6,True,False
48,14,0,5,True,False
49,14,8,9,True,False
50,15,4,9,False,False
51,16,0,2,True,True
52,17,1,7,True,False
53,17,2,3,True,False
54,18,0,7,True,False
55,18,1,6,True,False
56,18,2,3,True,True
57,19,2,3,True,False
58,19,1,8,True,False
59,19,1,6,True,False
60,20,7,8,True,False
61,20,0,8,True,False
62,20,1,8,True,False
63,20,2,3,True,False
64,20,1,7,True,False
65,20,0,7,True,False
66,21,2,9,True,False
67,21,1,7,True,False
68,21,0,8,True,True
69,21,4,5,True,False
70,22,2,3,True,False
71,22,1,7,True,False
72,22,0,1,True,False
73,22,0,6,True,False
74,22,0,8,True,False
75,22,6,8,True,False
76,23,2,9,True,False
77,23,6,8,True,False
78,23,5,8,True,False
79,24,6,8,True,False
80,24,5,8,True,True
81,25,0,5,True,False
82,25,3,6,True,True
83,25,3,8,True,False
84,25,6,8,True,False
85,26,6,8,True,False
86,26,3,6,True,True
87,26,0,8,True,False
88,27,6,8,True,False
89,27,0,5,True,True
90,28,6,8,True,False
91,29,3,8,True,False
92,29,6,8,True,False
93,29,3,6,True,False
94,29,4,9,False,False
95,30,4,9,False,False
96,30,3,8,True,False
97,30,3,6,True,False
98,30,2,6,True,False
99,31,6,7,True,False
100,32,3,7,True,False
101,32,6,7,True,False
102,32,3,8,True,False
103,33,3,8,True,True
104,34,5,7,True,True
105,34,3,7,True,False
106,34,3,5,True,False
107,35,5,8,True,False
108,36,6,9,False,True
109,36,3,8,True,False
110,36,3,7,True,False
111,37,3,8,True,False
112,37,7,8,True,False
113,38,1,2,True,False
114,38,1,9,True,False
115,38,1,4,True,False
116,38,3,7,True,False
117,38,3,6,True,False
118,38,4,9,False,True
119,38,2,9,True,False
120,39,1,4,True,False
121,39,1,9,True,False
122,39,2,6,True,True
123,39,7,8,True,True
124,40,0,9,True,False
125,40,7,8,True,False
126,40,3,7,True,False
127,40,1,9,True,False
128,40,3,6,True,False
129,41,1,9,True,False
130,41,1,4,True,False
131,41,0,9,True,False
132,41,6,7,True,False
133,41,4,5,True,False
134,42,0,9,True,False
135,42,1,9,True,False
136,42,0,1,True,False
137,42,6,7,True,False
138,43,2,6,True,False
139,44,4,7,True,False
140,44,5,7,True,False
141,44,1,7,True,False
142,45,3,5,True,False
143,46,0,1,True,True
144,46,5,6,True,False
145,46,4,8,True,False
146,47,0,8,True,True
147,47,6,9,False,True
148,47,5,7,True,False
149,48,3,5,True,False
150,48,3,6,True,True
151,48,5,7,True,True
152,49,3,6,True,False
153,49,2,6,True,False
154,49,2,9,True,False
155,50,2,9,True,False
156,50,3,6,True,False
157,51,2,9,True,False
158,51,5,6,True,False
159,52,4,6,False,True
160,52,2,9,True,False
161,52,0,8,True,False
162,53,2,9,True,True
163,53,1,2,True,False
164,54,2,9,True,True
165,54,3,5,True,False
166,54,3,6,True,False
167,54,5,6,True,False
168,55,2,9,True,False
169,55,3,6,True,False
170,55,1,7,True,True
171,56,1,7,True,False
172,56,6,9,False,False
173,56,0,1,True,False
174,57,6,8,True,False
175,58,4,7,True,False
176,58,3,5,True,False
177,59,3,5,True,False
178,59,6,9,False,True
179,60,2,5,True,False
180,60,1,7,True,False
181,61,3,9,True,False
182,62,4,5,True,False
183,62,3,9,True,False
184,63,3,9,True,False
185,63,3,6,True,True
186,63,1,8,True,False
187,64,3,9,True,False
188,65,3,9,True,True
189,65,3,6,True,False
190,65,2,5,True,False
191,65,2,6,True,False
192,65,0,7,True,False
193,66,2,5,True,False
194,66,5,6,True,False
195,66,2,6,True,False
196,66,6,8,True,False
197,67,3,6,True,False
198,68,3,6,True,False
199,68,4,9,False,True
200,69,4,9,False,True
201,69,5,6,True,False
202,69,3,8,True,False
203,69,1,4,True,False
204,69,6,8,True,False
205,70,4,7,True,False
206,70,1,4,True,False
207,70,6,8,True,False
208,70,3,9,True,False
209,70,1,2,True,False
210,70,3,8,True,False
211,71,1,4,True,False
212,71,5,6,True,False
213,71,1,2,True,False
