,num_infected,num_interactions,num_interactions_condoms
0,1,3,3
1,1,8,8
2,1,12,12
3,1,14,14
4,1,17,17
5,1,20,20
6,3,25,25
7,3,29,29
8,3,31,31
9,3,33,33
10,3,36,36
11,3,39,39
12,3,43,43
13,3,47,47
14,3,50,50
15,3,51,50
16,4,52,51
17,4,54,53
18,5,57,56
19,5,60,59
20,5,66,65
21,6,70,69
22,6,76,75
23,6,79,78
24,7,81,80
25,8,85,84
26,8,88,87
27,8,90,89
28,8,91,90
29,8,95,93
30,8,99,96
31,8,100,97
32,8,103,100
33,8,104,101
34,8,107,104
35,8,108,105
36,9,111,107
37,9,113,109
38,10,120,115
39,10,124,119
40,10,129,124
41,10,134,129
42,10,138,133
43,10,139,134
44,10,142,137
45,10,143,138
46,10,146,141
47,10,149,143
48,10,152,146
49,10,155,149
50,10,157,151
51,10,159,153
52,10,162,155
53,10,164,157
54,10,168,161
55,10,171,164
56,10,174,166
57,10,175,167
58,10,177,169
59,10,179,170
60,10,181,172
61,10,182,173
62,10,184,175
63,10,187,178
64,10,188,179
65,10,193,184
66,10,197,188
67,10,198,189
68,10,200,190
69,10,205,194
70,10,211,200
71,10,217,206
72,10,222,211
73,10,224,213
74,10,225,214
75,10,226,215
76,10,228,217
77,10,231,220
78,10,236,225
79,10,237,226
80,10,238,227
81,10,239,228
82,10,241,230
83,10,246,234
84,10,250,238
85,10,253,241
86,10,256,243
87,10,263,249
88,10,268,253
89,10,271,256
90,10,273,258
91,10,276,261
92,10,281,266
93,10,287,272
94,10,290,275
95,10,296,281
96,10,300,285
97,10,304,289
98,10,309,294
99,10,311,295
