,num_infected,num_interactions,num_interactions_condoms
0,1,3,3
1,1,5,5
2,1,7,7
3,1,10,9
4,1,12,11
5,1,14,12
6,1,18,14
7,1,23,18
8,1,28,22
9,1,34,27
10,1,39,31
11,1,42,33
12,1,46,36
13,1,50,39
14,3,54,40
15,4,60,42
16,6,64,43
17,6,68,47
18,6,72,49
19,7,75,51
20,7,78,54
21,7,80,56
22,7,81,57
23,7,81,57
24,8,84,59
25,8,87,62
26,9,89,64
27,9,93,67
28,9,96,70
29,9,100,74
30,9,102,76
31,9,105,78
32,9,106,79
33,9,109,81
34,9,110,82
35,9,110,82
36,9,113,85
37,9,116,87
38,9,118,89
39,9,122,93
40,9,124,94
41,9,125,95
42,9,125,95
43,9,127,96
44,9,131,98
45,9,133,100
46,10,136,102
47,10,138,104
48,10,142,107
49,10,144,109
50,10,147,112
51,10,149,114
52,10,151,116
53,10,152,117
54,10,154,118
55,10,156,120
56,10,158,122
57,10,161,125
58,10,163,127
59,10,164,128
60,10,165,129
61,10,168,131
62,10,171,133
63,10,174,135
64,10,179,140
65,10,182,143
66,10,185,145
67,10,185,145
68,10,189,148
69,10,191,149
70,10,194,152
71,10,198,155
72,10,202,157
73,10,203,158
74,10,206,160
75,10,209,163
76,10,216,169
77,10,217,169
78,10,220,171
79,10,220,171
80,10,221,172
81,10,224,174
82,10,225,174
83,10,228,176
84,10,230,178
85,10,232,180
86,10,234,181
87,10,236,182
88,10,238,183
89,10,239,184
90,10,240,185
91,10,243,188
92,10,245,190
93,10,248,191
94,10,250,192
95,10,254,194
96,10,255,194
97,10,258,197
98,10,261,199
99,10,265,203
