,time,agent_a,agent_b,use_condom,is_transmission
0,1,4,5,True,False
1,2,4,5,True,False
2,6,3,9,True,False
3,7,2,4,True,False
4,11,8,9,True,False
5,12,5,6,True,False
6,13,3,6,True,False
7,14,5,9,True,False
8,14,8,9,True,False
9,14,2,7,True,False
10,15,2,7,True,False
11,15,0,3,True,False
12,19,3,6,True,False
13,20,8,9,True,False
14,21,1,8,True,False
15,21,8,9,True,False
16,22,0,3,True,False
17,23,0,1,True,False
18,24,3,6,True,False
19,25,7,8,True,False
20,29,5,6,True,False
21,29,4,7,True,False
22,30,1,9,True,False
23,31,6,9,True,False
24,34,5,6,True,False
25,34,3,7,True,False
26,36,3,7,True,False
27,38,1,4,True,False
28,38,3,7,True,False
29,39,5,8,True,False
30,39,1,9,True,False
31,41,1,9,True,False
32,43,4,9,True,False
33,43,0,2,True,False
34,45,3,7,True,False
35,45,4,9,True,False
36,46,4,9,True,False
37,47,0,1,True,False
38,48,0,1,True,False
39,48,1,5,True,False
40,49,4,9,True,False
41,49,0,8,True,False
42,50,4,9,True,False
43,50,3,7,True,False
44,51,5,8,True,False
45,52,5,8,True,False
46,52,1,4,True,False
47,53,1,9,True,True
48,54,2,7,True,False
49,55,2,3,True,False
50,57,1,4,True,False
51,57,6,8,True,False
52,62,2,3,True,False
53,64,4,8,True,False
54,65,2,5,True,False
55,66,2,5,True,False
56,66,0,1,True,True
57,67,3,5,True,False
58,68,1,2,True,False
59,68,7,8,True,False
60,69,5,9,True,False
61,70,7,8,True,False
62,70,5,9,True,False
63,71,0,1,True,False
64,71,3,9,True,False
65,73,0,4,True,False
66,74,0,5,True,False
67,74,4,7,True,False
68,75,3,6,True,False
69,78,2,9,True,False
70,79,8,9,True,False
71,79,2,8,True,False
72,80,8,9,True,False
73,80,0,5,True,False
74,80,0,6,True,False
75,81,0,5,True,False
76,81,6,9,True,True
77,83,1,9,True,True
78,83,0,9,True,False
79,83,4,7,True,False
80,85,2,5,True,False
81,86,2,5,True,False
82,86,1,9,True,False
83,86,0,9,True,False
84,88,3,9,True,False
85,89,1,8,True,False
86,89,4,7,True,False
87,89,1,9,True,False
88,91,4,5,True,False
89,91,4,7,True,False
90,92,2,5,True,False
91,92,8,9,True,False
92,93,2,6,True,False
93,93,3,9,True,False
94,99,0,4,True,False
