,time,agent_a,agent_b,use_condom,is_transmission
0,2,3,4,True,False
1,3,3,4,True,False
2,5,0,2,False,False
3,5,1,6,True,False
4,8,6,8,False,False
5,9,3,8,False,False
6,11,2,4,True,False
7,11,1,2,True,False
8,12,1,5,True,False
9,13,3,7,False,False
10,14,2,4,True,True
11,15,6,7,False,False
12,15,2,4,True,False
13,15,2,8,False,True
14,17,4,8,True,False
15,17,0,8,False,True
16,18,1,5,True,False
17,21,0,6,False,False
18,22,1,5,True,False
19,22,0,7,False,True
20,23,2,5,True,False
21,24,3,4,True,False
22,24,6,7,False,True
23,25,1,6,True,False
24,26,2,3,False,False
25,28,2,3,False,True
26,30,0,7,False,True
27,31,3,4,True,True
28,31,2,9,True,False
29,35,4,8,True,False
30,37,3,4,True,True
31,38,3,4,True,False
32,39,4,8,True,False
33,40,2,6,False,True
34,40,8,9,True,False
35,40,0,1,True,False
36,40,0,5,True,False
37,40,3,4,True,False
38,41,2,6,False,True
39,41,0,1,True,False
40,43,8,9,True,False
41,43,5,9,True,False
42,46,1,2,True,False
43,46,2,7,False,True
44,47,2,7,False,True
45,47,8,9,True,False
46,51,0,7,False,True
47,51,4,6,True,False
48,53,8,9,True,False
49,53,4,6,True,True
50,57,0,2,False,True
51,58,0,7,False,True
52,59,1,9,True,False
53,59,3,7,False,True
54,60,8,9,True,False
55,61,8,9,True,False
56,61,2,8,False,True
57,62,2,7,False,True
58,62,4,5,True,False
59,63,1,2,True,False
60,63,5,9,True,False
61,67,2,7,False,True
62,67,4,9,True,True
63,67,3,8,False,True
64,68,7,8,False,True
65,70,1,3,True,False
66,73,6,8,False,True
67,73,1,3,True,False
68,75,0,8,False,True
69,76,1,7,True,False
70,77,3,7,False,True
71,78,1,7,True,False
72,78,3,7,False,True
73,79,0,6,False,True
74,79,0,1,True,False
75,79,1,6,True,False
76,81,0,2,False,True
77,81,5,9,True,False
78,82,3,8,False,True
79,85,5,6,True,False
80,86,4,7,True,False
81,87,0,5,True,False
82,87,6,8,False,True
83,88,2,5,True,False
84,88,3,8,False,True
85,89,6,8,False,True
86,90,6,8,False,True
87,91,0,9,True,False
88,92,1,5,True,False
89,92,1,7,True,False
90,93,1,7,True,False
91,93,0,4,True,True
92,96,3,4,True,False
93,98,2,7,False,True
