,num_infected,num_interactions,num_interactions_condoms
0,1,0,0
1,1,0,0
2,1,1,1
3,1,2,2
4,1,2,2
5,1,4,3
6,1,4,3
7,1,4,3
8,1,5,3
9,1,6,3
10,1,6,3
11,1,8,5
12,1,9,6
13,1,10,6
14,2,11,7
15,3,14,8
16,3,14,8
17,4,16,9
18,4,17,10
19,4,17,10
20,4,17,10
21,4,18,10
22,5,20,11
23,5,21,12
24,6,23,13
25,6,24,14
26,6,25,14
27,6,25,14
28,7,26,14
29,7,26,14
30,7,27,14
31,7,29,16
32,7,29,16
33,7,29,16
34,7,29,16
35,7,30,17
36,7,30,17
37,7,31,18
38,7,32,19
39,7,33,20
40,7,38,24
41,7,40,25
42,7,40,25
43,7,42,27
44,7,42,27
45,7,42,27
46,7,44,28
47,7,46,29
48,7,46,29
49,7,46,29
50,7,46,29
51,7,48,30
52,7,48,30
53,7,50,32
54,7,50,32
55,7,50,32
56,7,50,32
57,7,51,32
58,7,52,32
59,7,54,33
60,7,55,34
61,7,57,35
62,7,59,36
63,7,61,38
64,7,61,38
65,7,61,38
66,7,61,38
67,8,64,39
68,8,65,39
69,8,65,39
70,8,66,40
71,8,66,40
72,8,66,40
73,8,68,41
74,8,68,41
75,8,69,41
76,8,70,42
77,8,71,42
78,8,73,43
79,8,76,45
80,8,76,45
81,8,78,46
82,8,79,46
83,8,79,46
84,8,79,46
85,8,80,47
86,8,81,48
87,8,83,49
88,8,85,50
89,8,86,50
90,8,87,50
91,8,88,51
92,8,90,53
93,8,92,55
94,8,92,55
95,8,92,55
96,8,93,56
97,8,93,56
98,8,94,56
99,8,94,56
