,num_infected,num_interactions,num_interactions_condoms
0,1,0,0
1,1,2,2
2,1,2,2
3,1,4,4
4,1,4,4
5,1,5,5
6,1,6,6
7,1,7,7
8,1,8,8
9,1,9,9
10,1,11,11
11,1,12,12
12,1,12,12
13,1,12,12
14,1,12,12
15,1,13,13
16,1,14,14
17,1,15,15
18,1,16,16
19,1,16,16
20,1,17,17
21,1,17,17
22,1,18,18
23,1,18,18
24,1,20,20
25,1,22,22
26,1,22,22
27,2,24,23
28,2,25,24
29,2,28,26
30,2,29,27
31,2,30,28
32,3,33,30
33,3,35,32
34,3,36,33
35,3,37,34
36,3,38,35
37,3,40,37
38,3,40,37
39,3,40,37
40,3,40,37
41,3,40,37
42,3,42,38
43,3,42,38
44,3,42,38
45,3,42,38
46,3,43,39
47,3,43,39
48,3,43,39
49,3,44,40
50,3,45,41
51,3,46,42
52,3,46,42
53,3,46,42
54,3,48,44
55,3,48,44
56,3,48,44
57,3,48,44
58,3,48,44
59,3,50,46
60,3,51,47
61,3,51,47
62,3,52,48
63,3,52,48
64,3,53,49
65,3,54,50
66,3,54,50
67,3,54,50
68,3,54,50
69,3,55,51
70,3,55,51
71,3,55,51
72,3,57,53
73,3,57,53
74,3,58,53
75,3,58,53
76,4,59,54
77,4,59,54
78,4,60,55
79,4,60,55
80,4,61,56
81,4,62,57
82,4,62,57
83,4,62,57
84,4,62,57
85,4,62,57
86,4,62,57
87,4,62,57
88,4,64,59
89,4,64,59
90,4,64,59
91,5,65,60
92,5,66,61
93,5,66,61
94,5,67,62
95,5,67,62
96,5,67,62
97,5,69,64
98,5,69,64
99,5,69,64
