,num_infected,num_interactions,num_interactions_condoms
0,1,2,0
1,1,3,0
2,1,4,0
3,1,4,0
4,1,4,0
5,1,5,0
6,1,6,0
7,1,7,0
8,1,8,0
9,1,8,0
10,1,10,0
11,1,12,0
12,1,14,0
13,1,15,0
14,1,15,0
15,1,15,0
16,1,15,0
17,1,15,0
18,1,15,0
19,1,15,0
20,1,15,0
21,1,15,0
22,1,15,0
23,1,15,0
24,1,16,0
25,1,17,0
26,1,18,0
27,1,20,0
28,2,21,0
29,2,21,0
30,2,22,0
31,2,23,0
32,2,23,0
33,3,24,0
34,3,26,0
35,4,27,0
36,4,28,0
37,5,29,0
38,5,31,0
39,5,31,0
40,5,31,0
41,5,31,0
42,5,31,0
43,6,33,0
44,8,35,0
45,8,36,0
46,8,36,0
47,8,36,0
48,9,37,0
49,9,37,0
50,9,39,0
51,9,39,0
52,9,40,0
53,9,40,0
54,9,40,0
55,9,40,0
56,10,41,0
57,10,43,0
58,10,43,0
59,10,45,0
60,10,48,0
61,10,49,0
62,10,50,0
63,10,51,0
64,10,53,0
65,10,56,0
66,10,58,0
67,10,61,0
68,10,61,0
69,10,63,0
70,10,63,0
71,10,65,0
72,10,65,0
73,10,67,0
74,10,67,0
75,10,67,0
76,10,69,0
77,10,70,0
78,10,71,0
79,10,73,0
80,10,74,0
81,10,75,0
82,10,75,0
83,10,76,0
84,10,79,0
85,10,79,0
86,10,79,0
87,10,79,0
88,10,79,0
89,10,80,0
90,10,82,0
91,10,83,0
92,10,84,0
93,10,85,0
94,10,87,0
95,10,89,0
96,10,90,0
97,10,90,0
98,10,91,0
99,10,92,0
