,num_infected,num_interactions,num_interactions_condoms
0,1,3,3
1,1,7,7
2,1,13,13
3,1,17,17
4,1,19,19
5,2,21,20
6,3,25,24
7,3,29,28
8,4,30,29
9,4,34,32
10,4,38,36
11,4,44,42
12,4,48,46
13,4,51,49
14,4,52,50
15,5,56,53
16,5,60,56
17,7,67,62
18,7,71,65
19,7,74,68
20,7,80,73
21,7,82,75
22,7,82,75
23,7,85,77
24,7,89,80
25,7,96,86
26,7,99,89
27,7,101,91
28,7,103,93
29,7,108,97
30,7,110,99
31,7,111,100
32,7,114,103
33,7,116,105
34,7,118,107
35,7,118,107
36,7,119,108
37,7,123,111
38,7,126,113
39,7,129,116
40,7,132,118
41,8,134,120
42,8,137,123
43,8,139,125
44,8,142,128
45,8,145,131
46,8,145,131
47,8,147,133
48,8,148,134
49,8,149,135
50,8,151,137
51,8,155,141
52,8,161,145
53,9,165,148
54,9,170,153
55,9,173,156
56,9,175,158
57,10,177,160
58,10,180,163
59,10,184,166
60,10,185,167
61,10,187,169
62,10,189,171
63,10,190,172
64,10,192,174
65,10,193,175
66,10,194,176
67,10,197,179
68,10,200,182
69,10,204,186
70,10,209,191
71,10,213,195
72,10,214,196
73,10,217,199
74,10,217,199
75,10,219,201
76,10,220,202
77,10,221,203
78,10,223,205
79,10,225,207
80,10,226,208
81,10,230,212
82,10,233,215
83,10,240,220
84,10,246,223
85,10,249,226
86,10,252,228
87,10,256,231
88,10,259,233
89,10,265,238
90,10,270,242
91,10,271,243
92,10,275,247
93,10,278,250
94,10,282,254
95,10,284,256
96,10,288,260
97,10,291,263
98,10,298,270
99,10,300,272
