,num_infected,num_interactions,num_interactions_condoms
0,1,0,0
1,1,1,0
2,1,3,0
3,2,4,0
4,2,6,0
5,2,8,0
6,2,8,0
7,2,9,0
8,2,9,0
9,2,9,0
10,2,11,0
11,2,12,0
12,2,12,0
13,2,13,0
14,2,16,0
15,3,19,0
16,3,21,0
17,3,23,0
18,3,24,0
19,3,24,0
20,3,24,0
21,3,24,0
22,4,25,0
23,4,26,0
24,4,28,0
25,4,28,0
26,4,30,0
27,4,31,0
28,4,31,0
29,4,32,0
30,4,32,0
31,4,32,0
32,5,33,0
33,6,35,0
34,6,35,0
35,6,35,0
36,6,35,0
37,7,36,0
38,7,36,0
39,8,37,0
40,8,39,0
41,8,39,0
42,8,41,0
43,8,42,0
44,8,44,0
45,8,45,0
46,8,45,0
47,8,47,0
48,8,47,0
49,8,47,0
50,8,48,0
51,8,49,0
52,8,50,0
53,9,51,0
54,9,52,0
55,9,54,0
56,9,57,0
57,9,58,0
58,9,60,0
59,9,60,0
60,9,60,0
61,10,61,0
62,10,61,0
63,10,63,0
64,10,63,0
65,10,63,0
66,10,64,0
67,10,65,0
68,10,65,0
69,10,67,0
70,10,70,0
71,10,74,0
72,10,79,0
73,10,80,0
74,10,81,0
75,10,83,0
76,10,85,0
77,10,85,0
78,10,86,0
79,10,87,0
80,10,88,0
81,10,89,0
82,10,90,0
83,10,90,0
84,10,93,0
85,10,94,0
86,10,97,0
87,10,98,0
88,10,99,0
89,10,99,0
90,10,101,0
91,10,104,0
92,10,105,0
93,10,108,0
94,10,109,0
95,10,110,0
96,10,112,0
97,10,113,0
98,10,113,0
99,10,113,0
