,num_infected,num_interactions,num_interactions_condoms
0,1,2,0
1,2,6,0
2,2,6,0
3,3,7,0
4,3,9,0
5,4,10,0
6,6,12,0
7,6,14,0
8,7,16,0
9,9,19,0
10,9,22,0
11,9,23,0
12,9,23,0
13,10,26,0
14,10,32,0
15,10,34,0
16,10,37,0
17,10,41,0
18,10,43,0
19,10,47,0
20,10,52,0
21,10,55,0
22,10,57,0
23,10,60,0
24,10,63,0
25,10,65,0
26,10,68,0
27,10,68,0
28,10,69,0
29,10,73,0
30,10,77,0
31,10,78,0
32,10,79,0
33,10,81,0
34,10,83,0
35,10,88,0
36,10,91,0
37,10,93,0
38,10,93,0
39,10,95,0
40,10,100,0
41,10,102,0
42,10,105,0
43,10,107,0
44,10,111,0
45,10,112,0
46,10,115,0
47,10,117,0
48,10,122,0
49,10,123,0
50,10,126,0
51,10,130,0
52,10,133,0
53,10,139,0
54,10,141,0
55,10,145,0
56,10,147,0
57,10,149,0
58,10,153,0
59,10,154,0
60,10,158,0
61,10,161,0
62,10,164,0
63,10,167,0
64,10,171,0
65,10,173,0
66,10,176,0
67,10,182,0
68,10,187,0
69,10,192,0
70,10,194,0
71,10,195,0
72,10,197,0
73,10,199,0
74,10,201,0
75,10,204,0
76,10,209,0
77,10,211,0
78,10,213,0
79,10,215,0
80,10,218,0
81,10,220,0
82,10,222,0
83,10,226,0
84,10,230,0
85,10,233,0
86,10,237,0
87,10,238,0
88,10,243,0
89,10,246,0
90,10,247,0
91,10,250,0
92,10,252,0
93,10,254,0
94,10,256,0
95,10,258,0
96,10,260,0
97,10,261,0
98,10,262,0
99,10,263,0
