,num_infected,num_interactions,num_interactions_condoms
0,2,1,0
1,3,4,2
2,3,4,2
3,3,4,2
4,4,7,3
5,5,9,4
6,5,9,4
7,5,9,4
8,5,9,4
9,5,10,5
10,5,12,7
11,5,12,7
12,5,13,8
13,5,13,8
14,5,13,8
15,5,14,9
16,5,14,9
17,5,15,10
18,5,16,10
19,5,18,11
20,5,19,11
21,5,22,12
22,5,23,12
23,5,26,14
24,5,27,14
25,5,28,14
26,5,28,14
27,5,28,14
28,5,30,15
29,5,30,15
30,5,31,16
31,5,32,17
32,5,33,18
33,6,35,19
34,6,35,19
35,6,37,20
36,6,38,21
37,6,38,21
38,6,38,21
39,6,38,21
40,6,38,21
41,6,38,21
42,6,38,21
43,6,39,22
44,6,39,22
45,7,40,22
46,7,41,22
47,7,41,22
48,7,42,22
49,7,44,23
50,7,46,24
51,7,46,24
52,7,46,24
53,7,48,25
54,7,48,25
55,7,49,25
56,7,49,25
57,8,50,26
58,8,50,26
59,8,52,27
60,8,54,29
61,9,55,30
62,9,56,30
63,9,57,30
64,9,57,30
65,9,57,30
66,9,60,30
67,9,61,30
68,9,62,30
69,9,63,30
70,9,63,30
71,9,66,32
72,9,66,32
73,9,68,33
74,9,68,33
75,9,68,33
76,9,68,33
77,9,69,33
78,9,69,33
79,9,72,35
80,9,73,35
81,9,74,36
82,9,74,36
83,9,74,36
84,9,74,36
85,9,75,37
86,9,75,37
87,9,75,37
88,9,77,39
89,9,77,39
90,9,78,39
91,9,78,39
92,9,78,39
93,9,79,40
94,9,81,42
95,9,82,43
96,9,82,43
97,9,84,44
98,9,88,47
99,9,89,47
