,num_infected,num_interactions,num_interactions_condoms
0,1,3,3
1,1,5,5
2,1,9,8
3,1,11,9
4,1,13,11
5,1,15,13
6,1,19,17
7,1,24,22
8,1,27,25
9,1,30,28
10,1,33,30
11,1,35,32
12,1,39,35
13,1,43,38
14,1,46,40
15,1,49,42
16,1,52,44
17,1,52,44
18,1,54,45
19,1,58,49
20,1,61,52
21,1,63,54
22,1,65,56
23,1,69,59
24,1,72,61
25,1,72,61
26,1,73,61
27,1,74,62
28,1,75,63
29,1,77,64
30,1,78,65
31,1,82,68
32,1,87,71
33,1,92,75
34,1,93,76
35,1,97,80
36,1,100,83
37,1,105,87
38,1,107,88
39,1,108,89
40,1,109,90
41,1,110,91
42,1,113,93
43,2,118,97
44,2,120,98
45,2,121,99
46,2,123,100
47,2,123,100
48,2,126,103
49,2,128,104
50,2,130,106
51,2,132,108
52,2,132,108
53,2,134,109
54,2,136,110
55,2,139,112
56,2,141,113
57,2,142,114
58,3,146,118
59,4,149,120
60,4,152,122
61,4,155,125
62,4,158,128
63,4,165,135
64,4,169,139
65,5,172,141
66,6,174,142
67,7,177,145
68,7,179,147
69,8,184,151
70,8,191,157
71,8,196,161
72,8,199,164
73,8,202,166
74,8,203,166
75,8,207,169
76,8,208,170
77,8,210,172
78,8,211,173
79,8,213,174
80,8,214,175
81,8,215,176
82,8,218,179
83,8,219,180
84,8,222,183
85,8,224,185
86,8,226,187
87,8,227,188
88,8,229,189
89,8,229,189
90,9,231,191
91,9,233,193
92,9,238,198
93,9,243,203
94,10,247,207
95,10,250,210
96,10,252,212
97,10,253,213
98,10,255,215
99,10,257,217
