,time,agent_a,agent_b,use_condom,is_transmission
0,0,0,9,False,True
1,0,5,8,False,False
2,1,1,2,False,False
3,1,0,6,False,True
4,1,5,8,False,False
5,2,0,6,False,False
6,2,0,9,False,True
7,2,5,8,False,False
8,2,3,8,False,False
9,3,5,8,False,False
10,3,3,8,False,False
11,3,3,5,False,False
12,4,5,8,False,False
13,4,7,9,False,True
14,4,0,6,False,False
15,5,7,9,False,True
16,5,0,6,False,True
17,5,5,8,False,False
18,6,5,8,False,False
19,7,0,6,False,True
20,7,7,9,False,True
21,8,5,8,False,False
22,10,4,8,False,False
23,10,7,8,False,False
24,10,5,8,False,False
25,11,4,6,False,False
26,12,4,7,False,True
27,12,4,6,False,True
28,12,4,8,False,True
29,12,3,5,False,False
30,13,6,7,False,True
31,13,3,5,False,False
32,13,4,6,False,True
33,14,1,5,False,False
34,14,3,5,False,False
35,15,3,5,False,False
36,15,3,9,False,True
37,15,5,9,False,True
38,16,3,5,False,True
39,16,2,7,False,True
40,16,6,7,False,True
41,16,2,6,False,True
42,17,2,7,False,True
43,17,2,6,False,False
44,17,0,3,False,True
45,17,5,9,False,True
46,17,1,7,False,True
47,18,6,8,False,True
48,18,1,2,False,True
49,18,1,6,False,True
50,18,3,5,False,True
51,18,6,7,False,True
52,18,2,6,False,True
53,18,2,7,False,True
54,19,1,7,False,True
55,19,1,6,False,True
56,19,5,9,False,True
57,19,2,6,False,True
58,20,1,6,False,True
59,20,5,9,False,True
60,21,1,7,False,True
61,21,1,6,False,True
62,21,5,9,False,True
63,22,1,7,False,True
64,22,6,7,False,True
65,22,5,8,False,True
66,22,5,9,False,True
67,23,6,7,False,True
68,24,2,9,False,True
69,24,5,8,False,True
70,25,5,8,False,True
71,25,6,8,False,True
72,26,5,7,False,True
73,26,5,6,False,False
74,26,5,8,False,True
75,26,2,4,False,True
76,26,6,8,False,True
77,26,7,8,False,True
78,27,7,8,False,True
79,27,6,8,False,True
80,27,4,9,False,True
81,28,6,7,False,True
82,29,1,5,False,True
83,29,0,4,False,False
84,29,6,7,False,True
85,30,1,5,False,True
86,30,2,7,False,True
87,30,4,9,False,True
88,31,3,9,False,True
89,31,2,4,False,False
90,31,2,9,False,True
91,32,2,9,False,True
92,32,2,8,False,True
93,32,0,4,False,True
94,32,3,6,False,True
95,33,3,5,False,True
96,33,2,4,False,True
97,33,3,6,False,False
98,33,0,4,False,True
99,33,7,8,False,True
100,34,2,8,False,True
101,34,3,9,False,True
102,34,2,9,False,True
103,35,4,8,False,True
104,35,3,6,False,False
105,35,2,6,False,True
106,35,6,9,False,True
