,num_infected,num_interactions,num_interactions_condoms
0,1,1,0
1,1,2,1
2,1,2,1
3,1,2,1
4,1,3,1
5,1,4,1
6,1,4,1
7,1,4,1
8,1,4,1
9,1,4,1
10,1,5,1
11,1,5,1
12,1,5,1
13,2,6,1
14,2,7,2
15,2,7,2
16,2,7,2
17,4,12,5
18,4,12,5
19,4,12,5
20,4,12,5
21,4,14,6
22,4,15,7
23,4,18,7
24,4,18,7
25,4,18,7
26,4,18,7
27,4,18,7
28,4,21,8
29,4,23,8
30,4,24,9
31,4,24,9
32,4,24,9
33,4,25,9
34,4,25,9
35,4,25,9
36,4,26,9
37,4,27,10
38,4,27,10
39,4,27,10
40,4,27,10
41,4,27,10
42,4,27,10
43,4,27,10
44,4,27,10
45,5,28,11
46,6,29,11
47,7,30,11
48,7,31,12
49,8,33,12
50,8,36,14
51,8,38,15
52,8,38,15
53,8,39,16
54,8,39,16
55,8,41,16
56,8,41,16
57,8,44,17
58,9,45,18
59,9,46,18
60,9,48,19
61,9,50,19
62,9,50,19
63,10,52,20
64,10,53,21
65,10,54,21
66,10,55,21
67,10,56,22
68,10,57,22
69,10,58,22
70,10,59,22
71,10,59,22
72,10,60,23
73,10,62,23
74,10,63,23
75,10,64,23
76,10,67,24
77,10,67,24
78,10,67,24
79,10,67,24
80,10,69,24
81,10,71,24
82,10,72,24
83,10,74,25
84,10,76,26
85,10,77,27
86,10,79,28
87,10,81,29
88,10,82,29
89,10,83,29
90,10,83,29
91,10,83,29
92,10,84,29
93,10,84,29
94,10,85,29
95,10,86,30
96,10,87,30
97,10,88,31
98,10,88,31
99,10,91,32
