,num_infected,num_interactions,num_interactions_condoms
0,1,4,2
1,2,6,4
2,2,7,5
3,2,8,6
4,3,11,9
5,3,14,12
6,3,18,15
7,3,22,18
8,3,27,23
9,4,32,28
10,4,38,33
11,4,45,38
12,4,50,42
13,4,52,44
14,4,54,46
15,4,57,49
16,4,60,52
17,5,62,54
18,5,64,56
19,5,69,61
20,5,75,66
21,6,81,72
22,6,85,76
23,6,90,80
24,6,92,82
25,9,96,85
26,10,100,89
27,10,105,94
28,10,106,95
29,10,108,97
30,10,110,99
31,10,111,100
32,10,113,101
33,10,114,102
34,10,117,103
35,10,123,107
36,10,125,109
37,10,129,112
38,10,133,116
39,10,138,120
40,10,142,122
41,10,147,126
42,10,151,129
43,10,153,131
44,10,155,132
45,10,158,134
46,10,161,137
47,10,162,138
48,10,162,138
49,10,162,138
50,10,163,139
51,10,166,142
52,10,169,144
53,10,170,145
54,10,170,145
55,10,171,145
56,10,172,146
57,10,175,148
58,10,178,151
59,10,182,155
60,10,187,160
61,10,188,161
62,10,193,164
63,10,195,165
64,10,201,170
65,10,202,171
66,10,204,173
67,10,208,176
68,10,208,176
69,10,210,178
70,10,213,180
71,10,214,181
72,10,214,181
73,10,218,185
74,10,221,188
75,10,223,189
76,10,225,191
77,10,228,194
78,10,232,198
79,10,234,199
80,10,235,200
81,10,240,204
82,10,244,208
83,10,247,211
84,10,249,213
85,10,253,216
86,10,255,217
87,10,258,219
88,10,260,220
89,10,262,222
90,10,264,224
91,10,268,228
92,10,275,234
93,10,278,237
94,10,281,240
95,10,283,242
96,10,287,246
97,10,291,249
98,10,293,251
99,10,295,252
