,num_infected,num_interactions,num_interactions_condoms
0,1,0,0
1,1,2,2
2,1,3,3
3,1,3,3
4,1,5,5
5,1,5,5
6,1,5,5
7,1,8,8
8,1,9,9
9,1,9,9
10,1,10,10
11,1,10,10
12,1,10,10
13,1,11,11
14,1,12,11
15,1,12,11
16,1,14,12
17,1,16,14
18,1,16,14
19,1,17,15
20,1,18,16
21,1,19,17
22,1,20,18
23,1,20,18
24,1,21,19
25,1,22,20
26,1,24,22
27,1,25,23
28,1,25,23
29,1,26,24
30,1,28,25
31,1,28,25
32,1,29,26
33,1,30,27
34,1,32,29
35,1,34,31
36,1,35,32
37,1,36,33
38,1,38,35
39,1,38,35
40,1,39,36
41,1,40,37
42,1,40,37
43,1,40,37
44,1,40,37
45,1,41,38
46,1,41,38
47,1,41,38
48,1,41,38
49,1,42,39
50,1,42,39
51,1,42,39
52,1,44,41
53,1,44,41
54,1,45,42
55,1,46,43
56,1,47,44
57,1,48,45
58,1,48,45
59,1,51,48
60,1,53,50
61,1,54,51
62,1,57,54
63,1,58,55
64,1,61,58
65,1,64,61
66,1,66,63
67,1,67,64
68,1,67,64
69,1,67,64
70,1,68,65
71,1,70,67
72,1,70,67
73,1,72,69
74,1,72,69
75,1,72,69
76,1,72,69
77,1,73,70
78,1,74,71
79,1,76,73
80,1,77,74
81,1,78,75
82,1,79,76
83,1,80,77
84,1,81,78
85,1,82,79
86,1,83,80
87,1,84,81
88,1,84,81
89,1,87,84
90,1,88,85
91,1,89,86
92,1,90,87
93,1,90,87
94,1,90,87
95,1,91,88
96,1,91,88
97,1,92,89
98,1,93,90
99,1,94,91
